n_sequences,	cluster_id,	query_id,	%_identity,	alignment_length,	mismatches,	gap_opens,	evalue,	bit_score,	subject_titles
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-101-156.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
consensus_medaka-101-156.fasta	96.685	181	4	2	2.55e-80	300	D64072.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__erinaceieuropaei	D64072.1
consensus_medaka-242-9.fasta	96.933	163	3	2	5.06e-72	272	AF411202.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AF411202.1
consensus_medaka-242-9.fasta	96.933	163	3	2	5.06e-72	272	AB908161.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Cosmocercidae;	g__Cosmocercoides;	s__tonkinensis	AB908161.1
consensus_medaka-242-9.fasta	96.933	163	3	2	5.06e-72	272	AB908160.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Cosmocercidae;	g__Cosmocercoides;	s__tonkinensis	AB908160.1
consensus_medaka-242-9.fasta	96.933	163	3	2	5.06e-72	272	AB277824.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Pseudoterranova;	s__decipiens	AB277824.1
consensus_medaka-242-9.fasta	96.933	163	3	2	5.06e-72	272	AB277823.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	AB277823.1
consensus_medaka-242-9.fasta	96.933	163	3	2	5.06e-72	272	AB277822.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AB277822.1
consensus_medaka-242-9.fasta	96.341	164	4	2	6.54e-71	268	EF180059.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Toxocaridae;	g__Toxocara;	s__cati	EF180059.1
consensus_medaka-242-9.fasta	96.319	163	4	2	2.35e-70	267	HM067977.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Spirocercidae;	g__Streptopharagus;	s__sp.	JSL-2010	HM067977.1
consensus_medaka-242-9.fasta	96.319	163	4	2	2.35e-70	267	GU245692.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Ascarididae;	g__Krefftascaris;	s__sharpiloi	GU245692.1
consensus_medaka-242-9.fasta	96.319	163	4	2	2.35e-70	267	AF115571.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__auctum	AF115571.1
consensus_medaka-242-9.fasta	96.319	163	4	2	2.35e-70	267	AB277826.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__aduncum	AB277826.1
consensus_medaka-242-9.fasta	95.706	163	5	2	1.09e-68	261	GPS_020161272.1	k__Metazoa;	p__Chordata;	c__Actinopteri;	o__Cyprinodontiformes;	f__Fundulidae;	g__Fundulus;	s__heteroclitus	GPS_020161272.1
consensus_medaka-242-9.fasta	95.706	163	5	2	1.09e-68	261	EU740575.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	EU740575.1
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-243-154.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	7	hits	found
consensus_medaka-243-154.fasta	84.211	171	17	9	1.62e-37	158	DQ992191.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	EFW13	DQ992191.1
consensus_medaka-243-154.fasta	95.349	43	2	0	7.83e-11	69.4	JQ910878.1	k__Fungi;	p__Fungi;	c__Fungi;	o__Fungi;	f__Fungi;	g__uncultured;	s__fungus	JQ910878.1
consensus_medaka-243-154.fasta	93.333	45	3	0	2.82e-10	67.6	BMAW01120318.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Nephila;	s__pilipes	BMAW01120318.1
consensus_medaka-243-154.fasta	93.333	45	3	0	2.82e-10	67.6	BMAO01037308.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Trichonephila;	s__clavata	BMAO01037308.1
consensus_medaka-243-154.fasta	90.196	51	5	0	2.82e-10	67.6	BMAO01036578.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Trichonephila;	s__clavata	BMAO01036578.1
consensus_medaka-243-154.fasta	100.000	33	0	0	1.31e-08	62.1	JF699578.1	k__Metazoa;	p__Arthropoda;	c__Malacostraca;	o__Isopoda;	f__Sphaeromatidae;	g__Paracassidinopsis;	s__perlata	JF699578.1
consensus_medaka-243-154.fasta	96.875	32	1	0	2.19e-06	54.7	FP178483.1	k__Eukaryota;	p__Haptophyta;	c__Haptophyta;	o__Isochrysidales;	f__Noelaerhabdaceae;	g__Emiliania;	s__huxleyi	FP178483.1
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-258-175.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	22	hits	found
consensus_medaka-258-175.fasta	97.037	135	3	1	3.17e-58	226	AACB03000031.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AACB03000031.1
consensus_medaka-258-175.fasta	97.037	135	3	1	3.17e-58	226	AACB03000031.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AACB03000031.1
consensus_medaka-258-175.fasta	97.037	135	3	1	3.17e-58	226	AACB03000009.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AACB03000009.1
consensus_medaka-258-175.fasta	97.037	135	3	1	3.17e-58	226	AACB03000009.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AACB03000009.1
consensus_medaka-258-175.fasta	95.620	137	5	1	5.30e-56	219	AF473852.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AF473852.1
consensus_medaka-258-175.fasta	92.754	69	5	0	2.00e-20	100	GQ462997.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	GQ462997.1
consensus_medaka-258-175.fasta	92.754	69	5	0	2.00e-20	100	GQ462969.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	GQ462969.1
consensus_medaka-258-175.fasta	92.754	69	5	0	2.00e-20	100	GQ462961.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	GQ462961.1
consensus_medaka-258-175.fasta	92.754	69	5	0	2.00e-20	100	GQ462940.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	GQ462940.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AY277798.1	k__Eukaryota;	p__Discosea;	c__Flabellinia;	o__Dactylopodida;	f__Vexilliferidae;	g__Pseudoparamoeba;	s__pagei	AY277798.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AM168115.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__anastomosans	AM168115.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AM168114.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__digitatum	AM168114.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AM168113.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__serpentarium	AM168113.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AM168111.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__leptosomum	AM168111.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AM168110.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__subglobosum	AM168110.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AM168108.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Polysphondylium;	s__violaceum	AM168108.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AM168107.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__pseudocandidum	AM168107.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AM168106.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__tikalense	AM168106.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AM168105.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__tenuissimum	AM168105.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AM168104.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__pallidum	AM168104.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AM168103.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__pallidum	AM168103.1
consensus_medaka-258-175.fasta	100.000	54	0	0	2.00e-20	100	AM168102.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__arachnoideum	AM168102.1
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-26-177.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	40	hits	found
consensus_medaka-26-177.fasta	99.451	182	1	0	1.98e-89	331	D64072.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__erinaceieuropaei	D64072.1
consensus_medaka-26-177.fasta	99.451	182	1	0	1.98e-89	331	D64072.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__erinaceieuropaei	D64072.1
consensus_medaka-26-177.fasta	98.404	188	2	1	7.11e-89	329	AB302388.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB302388.1
consensus_medaka-26-177.fasta	98.901	182	2	0	9.20e-88	326	AB302388.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB302388.1
consensus_medaka-26-177.fasta	98.404	188	2	1	7.11e-89	329	AB302387.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	AB302387.1
consensus_medaka-26-177.fasta	98.901	182	2	0	9.20e-88	326	AB302387.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	AB302387.1
consensus_medaka-26-177.fasta	98.901	182	2	0	9.20e-88	326	AB374225.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB374225.1
consensus_medaka-26-177.fasta	98.901	182	2	0	9.20e-88	326	AB374225.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB374225.1
consensus_medaka-26-177.fasta	98.870	177	2	0	5.54e-85	316	HQ228991.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__sp.	JL-2010	HQ228991.1
consensus_medaka-26-177.fasta	98.864	176	2	0	1.99e-84	315	HQ228991.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__sp.	JL-2010	HQ228991.1
consensus_medaka-26-177.fasta	100.000	171	0	0	5.54e-85	316	AB353272.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diplogonoporus;	s__grandis	AB353272.1
consensus_medaka-26-177.fasta	100.000	170	0	0	1.99e-84	315	AB353272.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diplogonoporus;	s__grandis	AB353272.1
consensus_medaka-26-177.fasta	98.305	177	3	0	2.58e-83	311	DQ925312.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Ligula;	s__colymbi	DQ925312.1
consensus_medaka-26-177.fasta	98.295	176	3	0	9.26e-83	309	DQ925312.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Ligula;	s__colymbi	DQ925312.1
consensus_medaka-26-177.fasta	98.305	177	3	0	2.58e-83	311	DQ925309.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ925309.1
consensus_medaka-26-177.fasta	98.295	176	3	0	9.26e-83	309	DQ925309.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ925309.1
consensus_medaka-26-177.fasta	98.305	177	3	0	2.58e-83	311	DQ925308.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Digramma;	s__interrupta	DQ925308.1
consensus_medaka-26-177.fasta	98.295	176	3	0	9.26e-83	309	DQ925308.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Digramma;	s__interrupta	DQ925308.1
consensus_medaka-26-177.fasta	97.175	177	5	0	5.57e-80	300	DQ925310.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Adenocephalus;	s__pacificus	DQ925310.2
consensus_medaka-26-177.fasta	97.159	176	5	0	2.01e-79	298	DQ925310.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Adenocephalus;	s__pacificus	DQ925310.2
consensus_medaka-26-177.fasta	99.379	161	1	0	9.33e-78	292	AF124460.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Schistocephalus;	s__solidus	AF124460.1
consensus_medaka-26-177.fasta	99.375	160	1	0	3.36e-77	291	AF124460.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Schistocephalus;	s__solidus	AF124460.1
consensus_medaka-26-177.fasta	100.000	157	0	0	3.36e-77	291	AF124459.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__stemmacephalum	AF124459.1
consensus_medaka-26-177.fasta	100.000	156	0	0	1.21e-76	289	AF124459.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__stemmacephalum	AF124459.1
consensus_medaka-26-177.fasta	99.346	153	1	0	2.61e-73	278	AB512013.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB512013.1
consensus_medaka-26-177.fasta	99.342	152	1	0	9.39e-73	276	AB512013.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB512013.1
consensus_medaka-26-177.fasta	100.000	142	0	0	7.31e-69	263	DQ768163.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__stemmacephalum	DQ768163.1
consensus_medaka-26-177.fasta	100.000	141	0	0	2.63e-68	261	DQ768163.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__stemmacephalum	DQ768163.1
consensus_medaka-26-177.fasta	92.308	182	14	0	7.31e-69	263	AJ287576.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Trypanorhyncha;	f__Sphyriocephalidae;	g__Sphyriocephalus;	s__sp.	DTJL-2000	AJ287576.1
consensus_medaka-26-177.fasta	92.265	181	14	0	2.63e-68	261	AJ287576.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Trypanorhyncha;	f__Sphyriocephalidae;	g__Sphyriocephalus;	s__sp.	DTJL-2000	AJ287576.1
consensus_medaka-26-177.fasta	92.308	182	12	2	3.40e-67	257	EU660530.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Tetraphyllidea;	f__Onchobothriidae;	g__Acanthobothrium;	s__brevissime	EU660530.1
consensus_medaka-26-177.fasta	92.265	181	12	2	1.22e-66	255	EU660530.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Tetraphyllidea;	f__Onchobothriidae;	g__Acanthobothrium;	s__brevissime	EU660530.1
consensus_medaka-26-177.fasta	92.308	182	12	2	3.40e-67	257	EU660529.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Tetraphyllidea;	f__Onchobothriidae;	g__Acanthobothrium;	s__brevissime	EU660529.1
consensus_medaka-26-177.fasta	92.265	181	12	2	1.22e-66	255	EU660529.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Tetraphyllidea;	f__Onchobothriidae;	g__Acanthobothrium;	s__brevissime	EU660529.1
consensus_medaka-26-177.fasta	99.296	142	1	0	3.40e-67	257	DQ768160.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	DQ768160.1
consensus_medaka-26-177.fasta	99.291	141	1	0	1.22e-66	255	DQ768160.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	DQ768160.1
consensus_medaka-26-177.fasta	99.296	142	1	0	3.40e-67	257	DQ181945.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__dendriticus	DQ181945.2
consensus_medaka-26-177.fasta	99.291	141	1	0	1.22e-66	255	DQ181945.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__dendriticus	DQ181945.2
consensus_medaka-26-177.fasta	99.296	142	1	0	3.40e-67	257	DQ181944.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__ditremum	DQ181944.2
consensus_medaka-26-177.fasta	99.291	141	1	0	1.22e-66	255	DQ181944.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__ditremum	DQ181944.2
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-2666-30.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
consensus_medaka-2666-30.fasta	99.471	189	0	1	4.40e-93	342	AY173013.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/MSS2	AY173013.1
consensus_medaka-2666-30.fasta	99.471	189	0	1	4.40e-93	342	AY173012.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/MSG29	AY173012.1
consensus_medaka-2666-30.fasta	99.471	189	0	1	4.40e-93	342	AY173010.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/MSG26	AY173010.1
consensus_medaka-2666-30.fasta	99.471	189	0	1	4.40e-93	342	AY173007.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/MSG15	AY173007.1
consensus_medaka-2666-30.fasta	99.471	189	0	1	4.40e-93	342	AY173005.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/MSG10	AY173005.1
consensus_medaka-2666-30.fasta	99.471	189	0	1	4.40e-93	342	AY173004.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/MSG4	AY173004.1
consensus_medaka-2666-30.fasta	99.471	189	0	1	4.40e-93	342	AY173002.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/MSG1	AY173002.1
consensus_medaka-2666-30.fasta	99.471	189	0	1	4.40e-93	342	AY173000.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/MSS8-1	AY173000.1
consensus_medaka-2666-30.fasta	99.471	189	0	1	4.40e-93	342	AF349045.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/E4	AF349045.1
consensus_medaka-2666-30.fasta	99.471	189	0	1	4.40e-93	342	AF316547.2	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__triangularis	AF316547.2
consensus_medaka-2666-30.fasta	99.471	189	0	1	4.40e-93	342	AF005998.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/E2	AF005998.1
consensus_medaka-2666-30.fasta	99.471	189	0	1	4.40e-93	342	AF005995.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__lugdunensis	AF005995.1
consensus_medaka-2666-30.fasta	99.465	187	0	1	5.69e-92	339	GU320592.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	COHH	55	GU320592.1
consensus_medaka-2666-30.fasta	99.465	187	0	1	5.69e-92	339	GU320589.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	COHH	43	GU320589.1
consensus_medaka-2666-30.fasta	99.465	187	0	1	5.69e-92	339	EF140638.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/E22	EF140638.1
consensus_medaka-2666-30.fasta	99.465	187	0	1	5.69e-92	339	EF140633.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/E21	EF140633.1
consensus_medaka-2666-30.fasta	99.465	187	0	1	5.69e-92	339	EF140629.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/E28	EF140629.1
consensus_medaka-2666-30.fasta	99.465	187	0	1	5.69e-92	339	EF140628.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/E27	EF140628.1
consensus_medaka-2666-30.fasta	99.465	187	0	1	5.69e-92	339	EF140627.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/E26	EF140627.1
consensus_medaka-2666-30.fasta	99.465	187	0	1	5.69e-92	339	EF140626.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	KA/E25	EF140626.1
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-268-131.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	2	hits	found
consensus_medaka-268-131.fasta	93.023	43	3	0	3.64e-09	63.9	JQ910878.1	k__Fungi;	p__Fungi;	c__Fungi;	o__Fungi;	f__Fungi;	g__uncultured;	s__fungus	JQ910878.1
consensus_medaka-268-131.fasta	96.970	33	1	0	6.10e-07	56.5	JF699578.1	k__Metazoa;	p__Arthropoda;	c__Malacostraca;	o__Isopoda;	f__Sphaeromatidae;	g__Paracassidinopsis;	s__perlata	JF699578.1
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-27-147.fasta
